TimestampSync,Accel_LN_X,Accel_LN_Y,Accel_LN_Z,Battery,Range,Skin_Conductance,Skin_Resistance,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y_CAL,Mag_Z,
1.7494509651168953E12,8.380434782608695,0.967391304347826,8.119565217391305,4140.65934065934,2.0,2.512087912087912,398.0752405949256,-23.709923664122137,0.9465648854961831,3.1755725190839694,-0.2608695652173913,0.10494752623688156,-0.9775112443778111,
1.749450965136427E12,8.391304347826086,0.967391304347826,8.130434782608695,4134.798534798534,2.0,2.5106227106227106,398.3075576305807,-23.923664122137403,0.6412213740458015,3.1908396946564883,-0.272863568215892,0.10644677661169415,-0.9790104947526237,
1.7494509651559587E12,8.402173913043478,0.9891304347826086,8.130434782608695,4140.65934065934,2.0,2.512087912087912,398.0752405949256,-23.862595419847327,0.6412213740458015,3.282442748091603,-0.272863568215892,0.10194902548725637,-0.9715142428785607,
1.7494509651754905E12,8.402173913043478,1.0,8.130434782608695,4140.65934065934,2.0,2.512087912087912,398.0752405949256,-24.0,0.8702290076335878,3.32824427480916,-0.2698650674662669,0.09895052473763118,-0.9775112443778111,
1.7494509651950222E12,8.369565217391305,0.9891304347826086,8.141304347826086,4139.194139194139,2.0,2.512087912087912,398.0752405949256,-23.908396946564885,1.0229007633587786,3.3587786259541983,-0.26836581709145424,0.095952023988006,-0.9820089955022488,
1.749450965214554E12,8.391304347826086,0.9782608695652174,8.141304347826086,4140.65934065934,2.0,2.512087912087912,398.0752405949256,-23.954198473282442,1.1450381679389312,3.801526717557252,-0.27136431784107945,0.0944527736131934,-0.9820089955022488,
1.749450965234086E12,8.380434782608695,0.967391304347826,8.141304347826086,4112.820512820513,2.0,2.512087912087912,398.0752405949256,-23.541984732824428,1.114503816793893,3.7862595419847325,-0.2608695652173913,0.10644677661169415,-0.9865067466266866,
1.7494509652536177E12,8.402173913043478,0.9565217391304348,8.119565217391305,4140.65934065934,2.0,2.512087912087912,398.0752405949256,-24.259541984732824,1.0076335877862594,3.3587786259541983,-0.27136431784107945,0.10794602698650674,-0.9790104947526237,
1.7494509652731494E12,8.380434782608695,0.967391304347826,8.152173913043478,4139.194139194139,2.0,2.512087912087912,398.0752405949256,-23.801526717557252,1.1603053435114503,3.282442748091603,-0.2653673163418291,0.12143928035982009,-0.9805097451274363,
1.7494509652926812E12,8.380434782608695,0.967391304347826,8.119565217391305,4133.333333333333,2.0,2.5106227106227106,398.3075576305807,-23.801526717557252,1.2519083969465647,3.0076335877862594,-0.2653673163418291,0.09295352323838081,-0.9760119940029984,
