,EDA_Tonic,EDA_Phasic
0,0.2548335182886315,0.27560539650323307
1,0.25326250286249835,0.26076875782743825
2,0.25168889606595407,0.27875001872539845
3,0.2501127346015317,0.2803261801895637
4,0.2485340555610816,0.28190485922975594
5,0.2469528964323664,0.2834860183582126
6,0.24536929510275252,0.2850696196875673
7,0.2437832898614514,0.2866556249286084
8,0.24219491940176427,0.28824399538803486
9,0.24060422282187668,0.27342703786598865
10,0.23901123962274914,0.2914276751665263
11,0.23741600970601107,0.27661525098132916
12,0.23581857337331144,0.27821268731376536
13,0.23421897132421926,0.2798122893625935
14,0.23261724465412703,0.2814140160324209
15,0.23101343485361092,0.2666101717309989
16,0.22940758380488666,0.2682160227794568
17,0.2277997337739076,0.2534162187085014
18,0.22618992740101207,0.2550260250811292
19,0.22457820769157338,0.24023009068862217
20,0.2229646180066528,0.2418436803732737
21,0.22134920205510877,0.24345909632454807
22,0.21973200388861613,0.228668640389098
23,0.21811306789668766,0.2302875763807557
24,0.21649243879879118,0.21550055137670826
25,0.21487016163356182,0.20071517443999298
26,0.2132462817451093,0.20233905432817273
27,0.21162084477078125,0.20396449130222738
28,0.20999389663328982,0.17277613123610006
29,0.20836548352993295,0.17440454433918232
30,0.20673565191600354,0.15962672185116397
31,0.2051044484882007,0.1448502711770185
32,0.20347192016949636,0.14648279949544626
33,0.20183811409691138,0.14811660556775388
34,0.20020307761510783,0.13334398794760707
35,0.19856685826998322,0.11857255319078089
36,0.19692950379645183,0.12020990766403325
37,0.19529106210477434,0.10544069525375882
38,0.19365158126979598,0.10708017608845719
39,0.19201110952164008,0.09231299373466004
40,0.19036969523640307,0.09395440801961591
41,0.1887273869283044,0.0955967163274328
42,0.18708423324619877,0.0972398700092561
43,0.1854402829744505,0.09888382028072129
44,0.183795585033809,0.08412086411940681
45,0.1821501884764709,0.06935860657478835
46,0.18050414247387533,0.07100465257709926
47,0.1788574963044998,0.07265129874618959
48,0.1772102993489254,0.0742984957014782
49,0.17556260109071742,0.07594619395939992
50,0.17391445111730644,0.061186689830851626
51,0.17226589911650947,0.06283524183136124
52,0.17061699486869084,0.04807649197721958
53,0.16896778823892367,0.06613335270837084
54,0.16731832917351258,0.05137515767182077
55,0.16566866769797065,0.036617165045401134
56,0.16401885390918206,0.03826697883390012
57,0.1623689379646579,0.03991689477813437
58,0.16071897007615307,0.025159208564676572
59,0.15906900050473688,0.026809178135802192
60,0.1574190795529564,0.012051444985619164
61,0.15576925755554644,0.013701266982737659
62,0.15411958487159286,0.015350939666399388
63,0.15247011187960302,0.0005927585564246551
64,0.15082088897257614,0.002241981463159015
65,0.1491719665501659,-0.012516750216395978
66,0.1475233950079357,-0.02727583277613138
67,0.14587522472370615,-0.02562766249219539
68,0.14422750604390194,-0.04038759791435753
69,0.14258028927280567,-0.03874038114355555
70,0.14093362466471795,-0.03709371653576238
71,0.13928756241902426,-0.05185530839203106
72,0.13764215267526095,-0.05020989864856312
73,0.13599744550527315,-0.0649728455805485
74,0.13435349090391815,-0.06332889097948957
75,0.13271033877976776,-0.078093392957308
76,0.13106803894435604,-0.09285874722387022
77,0.12942664109851842,-0.09121734937832959
78,0.12778619482018364,-0.08957690310029204
79,0.12614674955943214,-0.0879374578398382
80,0.12450835463791418,-0.1027067170202855
81,0.12287105924535927,-0.10106942162802884
82,0.12123491243317676,-0.099433274816145
83,0.11959996310950861,-0.11420597959444329
84,0.11796626003428054,-0.11257227651951435
85,0.11633385181279773,-0.11093986829833102
86,0.11470278689224615,-0.10930880337807908
87,0.11307311356255277,-0.10767913004868557
88,0.11144487995869765,-0.10605089644513055
89,0.10981813406157029,-0.12083180464998089
90,0.10819292369446322,-0.11920659428317443
91,0.10656929651665609,-0.11758296710566807
92,0.10494730001990493,-0.11596097060921792
93,0.10332698152783634,-0.13074830621912298
94,0.10170838819243219,-0.1291297128840202
95,0.10009156698760464,-0.12751289167949412
96,0.09847656470567598,-0.12589788939786706
97,0.09686342795821686,-0.12428475265070973
98,0.0952522031768819,-0.13908118197134917
99,0.09364293660988181,-0.1374719154046511
100,0.09203567431554545,-0.13586465311061693
101,0.09043046215733296,-0.15066709505437423
102,0.08882734579884587,-0.1490639786961897
103,0.08722637069738073,-0.14746300359502726
104,0.08562758210038705,-0.14586421499833635
105,0.08403102504482933,-0.1606753120447589
106,0.08243674435363892,-0.15908103135387133
107,0.0808447846278017,-0.17389672573001444
108,0.07925519023698904,-0.17230713133950476
109,0.0776680053101853,-0.18712760051467148
110,0.0760832737277658,-0.1691352148308875
111,0.0745010391179321,-0.1839606343230244
112,0.0729213448545975,-0.19878859416166542
113,0.07134423404945446,-0.1972114833568254
114,0.06976974954113119,-0.195636998848805
115,0.06819793388870542,-0.21047283729835461
116,0.06662882936666815,-0.20890373277662025
117,0.06506247795697637,-0.22374503546890864
118,0.06349892134110174,-0.20577382475165926
119,0.06193820089643652,-0.22062075840897397
120,0.06038035769560258,-0.2190629152084425
121,0.05882543250430285,-0.21750799001744509
122,0.05727346577916871,-0.2159560232926131
123,0.055724497668510384,-0.2144070551822568
124,0.0541785680145169,-0.21286112552856526
125,0.05263571635399809,-0.22772592797001573
126,0.05109598191621506,-0.20977853943086686
127,0.049559403620706294,-0.224649615237327
128,0.04802602007801658,-0.20670857759327094
129,0.04649586959187513,-0.22158608120909792
130,0.04496899016136908,-0.20365154767722515
131,0.04344541948456614,-0.2021279770007227
132,0.04192519496503977,-0.2006077524814966
133,0.040408353718389654,-0.1990909112351464
134,0.038894932574396655,-0.21398514419312062
135,0.03738496807481203,-0.19606752559216795
136,0.03587849647114183,-0.21096870809046436
137,0.034375553725333644,-0.19305811124328764
138,0.032876175511911986,-0.2079663871318321
139,0.031380397218655105,-0.20647060883887347
140,0.02988825394435944,-0.2049784655648757
141,0.02839978049659904,-0.20348999211741275
142,0.026915011392387004,-0.20200522301349774
143,0.025433980860285404,-0.20052419248169284
144,0.02395672284250992,-0.19904693446421373
145,0.02248327099557556,-0.21398113671924768
146,0.021013658686576175,-0.21251152441054372
147,0.019547918986551338,-0.21104578471081384
148,0.01808608466675499,-0.20958395039131197
149,0.016628188199279515,-0.2081260539241305
150,0.015174261759127866,-0.20667212748427238
151,0.013724337226280118,-0.20522220295171764
152,0.01227844618630078,-0.22018396601370321
153,0.010836619926579565,-0.218742139754274
154,0.009398889429659179,-0.21730440925764502
155,0.007965285368010994,-0.23227845929796018
156,0.006535838098804912,-0.23084901202904437
157,0.005110577657219742,-0.22942375158774894
158,0.003689533752654944,-0.22800270768347328
159,0.0022727357678436803,-0.24299356380062787
160,0.0008602127550526431,-0.24158104078812467
161,-0.0005480065706313801,-0.2401728214627279
162,-0.0019518938351137547,-0.238768934198532
163,-0.0033514210062031047,-0.253777061129396
164,-0.004746560397435801,-0.25238192173844837
165,-0.006137284674813877,-0.25099119746135473
166,-0.007523566860641921,-0.2496049152758104
167,-0.008905380333009354,-0.24822310180372587
168,-0.010282698823825383,-0.24684578331319199
169,-0.011655496416860292,-0.2454729857204384
170,-0.013023747545793104,-0.24410473459178608
